ranking,score,aid,bvid,cid,title,uploader,play,like,coin,star,cover_url,pubtime,k,o_title
1792,0,693007416,BV1Q24y1h7iV,971124593,绝对の同步,纸航纸,281,24,4,6,http://i1.hdslb.com/bfs/archive/bb05df8055a31bfd3e59ed52879b1aa7878bfff7.jpg,2023/1/18 13:52,1,绝对の同步
1793,0,393010854,BV1bd4y1V7yT,971072543,鬼畜小视频,雨双少女10086,3,1,0,0,http://i0.hdslb.com/bfs/archive/ce2ee116fe735df1368d4584dacf252c5e3232cc.jpg,2023/1/18 13:34,1,鬼畜小视频
1794,0,480502831,BV1ZT411m7Ks,971078533,1月12日,坤迦奥特曼,9,1,0,0,http://i2.hdslb.com/bfs/archive/215258125b5c43130d4060a2df37e91902f0aa13.jpg,2023/1/18 13:33,1,1月12日
1795,0,265517105,BV1VY411R7HG,971043245,国足出线不可能的啊,没钱不会卖瓜的郝哥,50,7,2,0,http://i0.hdslb.com/bfs/archive/4d630418882c1c96fda83fb018828ef6056afd68.jpg,2023/1/18 13:30,1,国足出线不可能的啊
1796,0,693116835,BV1B24y167M1,971052422,做的dabian,滴锥,1543,177,8,8,http://i0.hdslb.com/bfs/archive/4edf0ea8990384712a48688851f1121ac47edb1f.jpg,2023/1/18 13:30,1,做的dabian
1797,0,478065611,BV1vK411k7Bh,971059423,kick back 但是转生苹果（补档）,高尔不鸡,67,6,0,1,http://i0.hdslb.com/bfs/archive/21ec16aaca803aba201bcccf37b6789cf536623c.jpg,2023/1/18 13:20,1,kick back 但是转生苹果（补档）
1798,0,223009597,BV1f8411A7BZ,971061137,最抽象的答辩往往只需要最简单的表达。,狂人慢步,144,14,5,2,http://i1.hdslb.com/bfs/archive/c0aec64ceb805420dd506a86cf657ac6caac161f.jpg,2023/1/18 13:19,1,最抽象的答辩往往只需要最简单的表达。
1799,0,778023805,BV1D14y1M7BF,971041756,赵喜娜with初音～合作单曲,帆高の游戏,51,6,2,1,http://i0.hdslb.com/bfs/archive/3442de3bae47675b6166f19fd2ea158bef4d153c.jpg,2023/1/18 13:17,1,赵喜娜with初音～合作单曲
1800,0,223035031,BV1j8411P7Ld,971051931,棋手战鹰霸气表白棋手柯杰,阿葱支支吾吾,518,12,2,0,http://i2.hdslb.com/bfs/archive/1c036e4ef3ea2911b74561e6b2a8e2ce6f770253.jpg,2023/1/18 13:14,1,棋手战鹰霸气表白棋手柯杰
1801,0,565620900,BV1cv4y1y7Du,971038085,本来挺喜欢《有点甜》这首歌的,冰山上的老鼠,17,3,0,1,http://i1.hdslb.com/bfs/archive/64d9017f8e237278f34bfd4c4df91a5eb46181e9.jpg,2023/1/18 13:05,1,本来挺喜欢《有点甜》这首歌的
1802,0,523119620,BV18M411t7FJ,971011516,下  一  个  是  谁  被  鬼  畜,昱坤君,548,33,4,3,http://i2.hdslb.com/bfs/archive/2acbb02f956634bd5e984fc99386c6b64d7745e2.jpg,2023/1/18 12:54,1,下  一  个  是  谁  被  鬼  畜
1803,0,265531935,BV1bY411R7CM,970874087,【水东】越用越流畅,miujo缪粥,35,1,0,0,http://i2.hdslb.com/bfs/archive/ae88233e9e42ce03a8c4c73b0b9184ae69c300f9.jpg,2023/1/18 12:53,1,【水东】越用越流畅
1804,0,393007818,BV18d4y1V7qV,971020730,旋转鸡块，但是围绕Z轴旋转,嵇青梦233,13,3,2,1,http://i2.hdslb.com/bfs/archive/4f74322e12b9761bce00a120377a706a4aee49d1.jpg,2023/1/18 12:51,1,旋转鸡块，但是围绕Z轴旋转
1805,0,650564278,BV1mY4y1Z7jR,971023973,关掉姐vs打开哥,风子在寒风子工作室,56,0,0,0,http://i2.hdslb.com/bfs/archive/1cd7ddd49d5a9229a1670ca970339a16055c42b5.jpg,2023/1/18 12:49,1,关掉姐vs打开哥
1806,0,435615961,BV1M3411o7L9,971017080,新坤快乐！,老是忘记那啥来着,87,1,0,0,http://i2.hdslb.com/bfs/archive/4287319674690d8a1e9a7215f2b5d9a2ed5687e3.jpg,2023/1/18 12:43,1,新坤快乐！
1807,0,905512358,BV1QP4y167nR,971012524,萌新做鬼畜，感谢支持（老三国，2）,奇砸,103,20,6,3,http://i0.hdslb.com/bfs/archive/af8eb8ed411a2d8151a08257b4aa21870d8e80ec.jpg,2023/1/18 12:42,1,萌新做鬼畜，感谢支持（老三国，2）
1808,0,435613202,BV1K3411o7oX,971009304,闹鲲了,又难了,39,1,0,0,http://i1.hdslb.com/bfs/archive/117cf0c3c2d1e3b58fa9691adf198de51422278c.jpg,2023/1/18 12:38,1,闹鲲了
1809,0,393064094,BV1dd4y1V773,970963759,坤坤永动机～审核快乐局～,哎哟不小心,99,8,2,2,http://i2.hdslb.com/bfs/archive/bf7c64203e035674f1896cff5e2161b0b658e5a5.jpg,2023/1/18 12:37,1,坤坤永动机～审核快乐局～
1810,0,863007884,BV1TG4y1X7tB,971006925,作者不是小黑只英,bili_61546797758,1,1,0,0,http://i0.hdslb.com/bfs/archive/ef3f4b367ea33c325133181485380739f9c45fb2.jpg,2023/1/18 12:35,1,作者不是小黑只英
1811,0,863120990,BV1DG4y1X7B6,971002964,主线任务：寻找芭芭拉大人,中二但有病,7,0,0,0,http://i0.hdslb.com/bfs/archive/87678855df2311419bc87882b0730bf226e68828.jpg,2023/1/18 12:34,1,主线任务：寻找芭芭拉大人
1812,0,693028057,BV1Z24y1h7q4,970954918,八重神子♂《啊》,LOX_DOWN,184,5,4,0,http://i1.hdslb.com/bfs/archive/964fdc7f8ee1b9a9a12691548384f12717b5560b.jpg,2023/1/18 12:30,1,八重神子♂《啊》
1813,0,735615529,BV1ND4y1n78b,970994059,蜜雪空塞~空之要塞甜蜜版主题曲,croooooown,100,9,2,1,http://i1.hdslb.com/bfs/archive/8660d0efe73401d8b33a93c239ee2b8defd3e8d6.jpg,2023/1/18 12:30,1,蜜雪空塞~空之要塞甜蜜版主题曲
1814,0,223103901,BV128411c71w,970999638,小拉泽历险记,七罪的赝造魔女好温暖,248,6,0,0,http://i2.hdslb.com/bfs/archive/3f59c564ee842fbe87eb2b4216023d522799011b.jpg,2023/1/18 12:29,1,小拉泽历险记
1815,0,735539804,BV15D4y1p7jL,970929011,跟着彪哥学英语,纪富春,49,9,0,0,http://i0.hdslb.com/bfs/archive/fdf4a603325ce21fe0a26f65ebfde1ce8a3126a1.jpg,2023/1/18 12:25,1,跟着彪哥学英语
1816,0,608033412,BV1R84y1b75U,970835710,【丁真】giegie好帅,miujo缪粥,2,0,0,0,http://i1.hdslb.com/bfs/archive/a38d971c306105e4cd3183da0a964ff78ece14ff.jpg,2023/1/18 12:25,1,【丁真】giegie好帅
1817,0,435571736,BV193411d7qy,970834139,【丁真】不了解就没资格评价,miujo缪粥,10,0,0,0,http://i0.hdslb.com/bfs/archive/3463ee2079a220c5e37c94563f55176fb3436f1a.jpg,2023/1/18 12:18,1,【丁真】不了解就没资格评价
1818,0,223114219,BV1Q8411c7FS,970983363,因汪淼看见倒计时困于车中而心急如焚的史强,长明梦,79,6,2,2,http://i1.hdslb.com/bfs/archive/f199e0b05632ee114ff7379b39ded7c529182ae8.jpg,2023/1/18 12:15,1,因汪淼看见倒计时困于车中而心急如焚的史强
1819,0,650430913,BV1NY4y1Z7Wj,970493583,这是一个审了十年的鬼畜视频,-青秩-,499,41,19,12,http://i2.hdslb.com/bfs/archive/57fca016c5dca5c357b5e3bf3ac6a6afab941ca4.png,2023/1/18 12:15,1,这是一个审了十年的鬼畜视频
1820,0,480526840,BV1WT41117Xu,970972662,24 岁，是 瑶 瑶,好喝の冰红茶,48742,3569,79,400,http://i1.hdslb.com/bfs/archive/8c5fb3606550fbe899a6f08a368a0d14578b0f16.jpg,2023/1/18 12:10,1,24 岁，是 瑶 瑶
1821,0,608029799,BV1X84y1b7iE,970970803,盘点电影解说常事,suzela白泽,3,1,0,0,http://i0.hdslb.com/bfs/archive/ec16257ec0a1e39b15e0e85e01b27cab67539ef4.jpg,2023/1/18 12:07,1,盘点电影解说常事
1822,0,477912517,BV1iK411r7es,970323616,瓜摊年底冲业绩,核动力路灯,14103,1992,68,177,http://i1.hdslb.com/bfs/archive/c8b15af7cc89a181105f0edd4820f1ab3459f28b.jpg,2023/1/18 12:05,1,瓜摊年底冲业绩
1823,0,608100300,BV1584y187bL,970969611,赐我一键三连[doge,QvQ随便吧,15,1,2,1,http://i0.hdslb.com/bfs/archive/4d51e9f330b0c934ce7de94e5a7a7c2551724232.jpg,2023/1/18 12:04,1,赐我一键三连[doge
1824,0,990419730,BV1sx4y1u7a3,970949537,成反？春风吹满地？(心态稀巴烂做的，真的不知道该干什么好了。),莱康白King,23,5,0,0,http://i1.hdslb.com/bfs/archive/f99193a684d0278069c3420f464b88ddd73e9196.jpg,2023/1/18 12:03,1,成反？春风吹满地？(心态稀巴烂做的，真的不知道该干什么好了。)
1825,0,350532242,BV1JR4y1a7u3,970966105,网络上的爆笑梗图0114514集,肥鱼桔子-,14,3,2,0,http://i2.hdslb.com/bfs/archive/1266c045ab065f310d70554a2dbda4120dd8b0bc.jpg,2023/1/18 12:03,1,网络上的爆笑梗图0114514集
1826,0,265578237,BV1QY411Q7gg,970847997,这个视频只能看一眼,修2,612095,50951,9184,11601,http://i2.hdslb.com/bfs/archive/6f5575f3225ca22774cbe3aa6d4cc7309be7a09c.jpg,2023/1/18 12:00,1,这个视频只能看一眼
1827,0,820620105,BV1BG4y1F7Nb,970959022,艾尔海茄子,归来兮去不太友好,170,11,1,1,http://i2.hdslb.com/bfs/archive/cf61a1631cab0f8ee6710d5728d758dc3983928a.jpg,2023/1/18 11:59,1,艾尔海茄子
1828,0,608102767,BV1L84y1879s,970959922,只要心中充满正义，每个人都是奥特曼,AT尘心,332,4,0,0,http://i0.hdslb.com/bfs/archive/220b8c83c83a294efdbdc9e21e0bd11739941650.jpg,2023/1/18 11:58,1,只要心中充满正义，每个人都是奥特曼
1829,0,777875827,BV1R14y1T799,970598121,"把""赐我""混进读档神曲""STYX HELIX""里会发生什么",林林猫_Channel,9,7,6,1,http://i2.hdslb.com/bfs/archive/741ed151b4d47f8ab310142de023e8782b995c69.jpg,2023/1/18 11:50,1,"把""赐我""混进读档神曲""STYX HELIX""里会发生什么"
1830,0,350380912,BV1PR4y1e7EU,970625983,【百梗乱炖】一分钟，带过气老梗创碎你（bushi,是柠子呀mua,5,2,0,0,http://i1.hdslb.com/bfs/archive/930c6e391d44e981aaed9736ecae16333322eab2.jpg,2023/1/18 11:45,1,【百梗乱炖】一分钟，带过气老梗创碎你（bushi
1831,0,435552174,BV1m3411d7ya,970935773,新年新人设,AtutPhgros,11,2,0,0,http://i1.hdslb.com/bfs/archive/b6953ab3ac08ed57b7bd5eeaf28a801957af68f9.jpg,2023/1/18 11:40,1,新年新人设
1832,0,523121372,BV1aM411t7Vc,970928368,一个播放奖励自己114514次,zxlmjforever,17,3,0,1,http://i2.hdslb.com/bfs/archive/2f60f5176bef4ffc62a41119a89117e3e35f3c9a.jpg,2023/1/18 11:39,1,一个播放奖励自己114514次
1833,0,819783493,BV1FG4y1L7V9,952889529,像是游荡在大海里的云朵浪花上Water Elemental-枪声音乐,野生天然呆,110,23,6,5,http://i2.hdslb.com/bfs/archive/04170979fba713c791fb2c3b2d1eda2c82adaf88.jpg,2023/1/18 11:37,1,像是游荡在大海里的云朵浪花上Water Elemental-枪声音乐
1834,0,565554646,BV1zv4y1C7jN,970928653,逗狗大师,Hypixel_大海,52,7,0,0,http://i1.hdslb.com/bfs/archive/da73848698c880768f87dd9c150ac5e2ed02a5dc.jpg,2023/1/18 11:34,1,逗狗大师
1835,0,265561377,BV1oY411Q7c9,970929380,哭摩托杀手老马的茄子,决战到天亮uiu,137,4,0,0,http://i2.hdslb.com/bfs/archive/e2bea54b397342c8e800bfb3bbe4d38d393b61d8.jpg,2023/1/18 11:33,1,哭摩托杀手老马的茄子
1836,0,308014220,BV1RA411o7r3,970909388,【AKA树叶】树⚡叶⚡新⚡说⚡唱（我不管我也想上桌）,逆雪Yuki,3687,436,67,47,http://i1.hdslb.com/bfs/archive/cccb801ee94466fad3699aea428cfbf752583ee6.jpg,2023/1/18 11:28,1,【AKA树叶】树⚡叶⚡新⚡说⚡唱（我不管我也想上桌）
1837,0,650501653,BV1xY4y1Z7Rr,970916273,再来,last极光,1,0,0,0,http://i1.hdslb.com/bfs/archive/449e3d3ab19729b527dbd7ab0784e0b469b7437b.jpg,2023/1/18 11:23,1,再来
1838,0,948027990,BV1ns4y1t7zu,970915425,兔年,last极光,1,0,0,0,http://i0.hdslb.com/bfs/archive/10f5712a866f536edc7718516a8d920001d2b0cf.jpg,2023/1/18 11:22,1,兔年
1839,0,480527622,BV1WT41117qk,970892714,《元首的愤怒》无字幕可用于整活版,通辽汗国驻联合国代表,5,3,0,0,http://i2.hdslb.com/bfs/archive/9e6b69b2e5f884d1025401d7e974c05488d06854.jpg,2023/1/18 11:20,1,《元首的愤怒》无字幕可用于整活版
1840,0,693046143,BV1V24y1a7Gj,970909058,【屑杰鱼】AS信第四期,屑杰鱼,10,5,3,2,http://i2.hdslb.com/bfs/archive/d214b10006a86642ae57b29715d6de20b11ba1ab.jpg,2023/1/18 11:20,1,【屑杰鱼】AS信第四期
1841,0,435518094,BV1B3411d7VL,970887266,茄子鬼畜视频,21ds01,136,8,0,0,http://i1.hdslb.com/bfs/archive/0dd3ba1b3c945cf9964911bb035802d821eeb8fa.jpg,2023/1/18 11:19,1,茄子鬼畜视频
1842,0,948104959,BV1ks4y1t7qY,970907182,【屑杰鱼】AS信第三期,屑杰鱼,6,3,0,0,http://i0.hdslb.com/bfs/archive/1b42fb0d2455cc77355d5a6eddb181200467ed56.jpg,2023/1/18 11:19,1,【屑杰鱼】AS信第三期
1843,0,393043245,BV1zd4y1V7x1,970889240,《 睡 着 了 剪 的 只 因 》,达瓦里氏德米,179,13,0,3,http://i2.hdslb.com/bfs/archive/d06432e2b8a5bdebeb918aebbc4b2782f952c7bf.png,2023/1/18 11:19,1,《 睡 着 了 剪 的 只 因 》
1844,0,350522592,BV15R4y1a7x7,970905931,“r星出品必出精品”,乔伊真是萌萌哒,151,10,2,3,http://i1.hdslb.com/bfs/archive/772c3f53c4916c49a342d5d055a7f4b01796eefc.jpg,2023/1/18 11:18,1,“r星出品必出精品”
1845,0,523120669,BV1aM411t7Tb,970868516,臭 密 码,sad_inferiority,5,3,0,0,http://i1.hdslb.com/bfs/archive/43cf50cdf46f1701a5669f927da6ce5188d619cd.jpg,2023/1/18 11:14,1,臭 密 码
1846,0,523076234,BV17M411t7Dt,970887249,这个奇怪的网站给静止的坤坤灌注了灵魂：奇妙的坤坤,彼得-星,13,1,0,0,http://i2.hdslb.com/bfs/archive/42844c7a97034472b740fef773672ae1e15e3c05.jpg,2023/1/18 11:10,1,这个奇怪的网站给静止的坤坤灌注了灵魂：奇妙的坤坤
1847,0,565558597,BV16v4y1C7aG,970873305,R星新作：《侠盗猎车手·校园四霸》(doge),是酱桑,247,36,6,4,http://i2.hdslb.com/bfs/archive/e84b0a290a7e5f9b2f68dfac3afae71fc1d86e0e.jpg,2023/1/18 11:07,1,R星新作：《侠盗猎车手·校园四霸》(doge)
1848,0,393056357,BV1Rd4y1V7Qm,970871259,Beat it⚡⚡⚡,仌匸,4,2,0,0,http://i2.hdslb.com/bfs/archive/7236cfc88eae93250ab539e3acf149c63e409df0.jpg,2023/1/18 11:04,1,Beat it⚡⚡⚡
1849,0,820623046,BV1zG4y1F78J,970875298,【啊吗粽】赐我一个好帅的瑞哥,Xiao严浩,380,66,3,3,http://i1.hdslb.com/bfs/archive/42ef8305e9f3e46de07824d5b76eb73ac81fef13.jpg,2023/1/18 11:01,1,【啊吗粽】赐我一个好帅的瑞哥
1850,0,650566785,BV12Y4y1Z7Gm,970865962,我是云南的，云南乌鸦的,哈哈哈哈互赞互赞,74,5,0,1,http://i1.hdslb.com/bfs/archive/2732b22c9fcb242b4b877a38d61c70e6e1a88ca4.jpg,2023/1/18 10:48,1,我是云南的，云南乌鸦的
1851,0,905392192,BV1oP4y1k7MT,970410249,⚡这个鬼畜太炸！⚡,转着圈圈真晕,45588,14507,2006,4334,http://i1.hdslb.com/bfs/archive/9746fe6f662bcc148a1e28ee3f048c1a1bf94b23.jpg,2023/1/18 10:45,1,⚡这个鬼畜太炸！⚡
1852,0,223044200,BV138411P7Te,970859858,一条小团团:太瓦了师傅你,丨麻烦丶,92,4,0,1,http://i0.hdslb.com/bfs/archive/c10571abee185bef8478ba2daf86a153063335a6.jpg,2023/1/18 10:43,1,一条小团团:太瓦了师傅你
1853,0,565514389,BV1bv4y1C7gg,970852039,丁泽仁JOJO2,鲨鱼君090909,69,5,0,0,http://i1.hdslb.com/bfs/archive/d752bcfd4f8411e66a34158aed353b5f5deb4d34.jpg,2023/1/18 10:38,1,丁泽仁JOJO2
1854,0,693050627,BV1V24y1a7fE,970850683,[鬼畜雄心]林擒半岛内战：下北泽主题曲《为下北泽服役》,皇太子阿列克谢-offical,161,18,0,4,http://i2.hdslb.com/bfs/archive/a1db903cc767d277ffc559e3d25ccc90f9319f77.jpg,2023/1/18 10:33,1,[鬼畜雄心]林擒半岛内战：下北泽主题曲《为下北泽服役》
1855,0,777924403,BV1E14y1M77z,970687636,电棍：尊尼夫人♿♿,昔米露slimilu,21350,1656,748,786,http://i0.hdslb.com/bfs/archive/8ba2939987566f70d181ff79b7af8e1e762076ca.jpg,2023/1/18 10:30,1,电棍：尊尼夫人♿♿
1856,0,522885366,BV1fM411b7rf,969911473,“虎哥，下次沈阳见”,小黑子但是homo,425,41,6,11,http://i1.hdslb.com/bfs/archive/628072449806a396fbba7a53d4eb7c77dc5a9bd9.jpg,2023/1/18 10:30,1,“虎哥，下次沈阳见”
1857,0,608078750,BV1E84y1874e,970839045,【佳一妈妈鬼畜】游戏宣言,宮祥,8522,750,35,163,http://i0.hdslb.com/bfs/archive/da7809ae4d1a8c0298afb252742790065bc6046e.jpg,2023/1/18 10:28,1,【佳一妈妈鬼畜】游戏宣言
1858,0,350436764,BV1bR4y1e7mJ,970743251,羌羌羌羌羌羌，羌族小煞杨迪,河田令,119,1,0,0,http://i1.hdslb.com/bfs/archive/cdc152f6ab33069312c70d7480eacca4fabd4154.jpg,2023/1/18 10:27,1,羌羌羌羌羌羌，羌族小煞杨迪
1859,0,523000113,BV1CM41147Jq,970844373,当QQ遇到腾讯会议……,离开后的最后一抹夕阳,53,14,0,0,http://i0.hdslb.com/bfs/archive/4645843065781a9186343f0f8360732b2e09e908.jpg,2023/1/18 10:25,1,当QQ遇到腾讯会议……
1860,0,735585346,BV1oD4y1J7Kx,970834559,⚡劈  瓜  之  王⚡,模仿者的胡子,155,10,4,3,http://i0.hdslb.com/bfs/archive/797fb09dee8385cd56ddd1afa7865c2a19bd99b0.jpg,2023/1/18 10:25,1,⚡️劈  瓜  之  王⚡️
1861,0,778026925,BV1S14y1M7kG,970837137,渣渣王死亡循环一分钟,学生党渣渣王,199,18,0,1,http://i2.hdslb.com/bfs/archive/ca22e8b80f839f727bb9dc7d979d1454b4b87c7b.jpg,2023/1/18 10:23,1,渣渣王死亡循环一分钟
1862,0,778097258,BV1qy4y1R7ty,970840818,关于我写多一笔，却发现我的输入法是小黑子这件事,冰火水龙骑士之王,6,0,0,0,http://i1.hdslb.com/bfs/archive/4b28cf27e49102d7ca6a7e06425712c5d26c69cc.jpg,2023/1/18 10:23,1,关于我写多一笔，却发现我的输入法是小黑子这件事
1863,0,863007330,BV1TG4y1X7oU,970828469,”父爱如山”,Nami爱追番,65,4,0,0,http://i1.hdslb.com/bfs/archive/c6fe1178f71beeae37b76e26f420201b16dc50b8.jpg,2023/1/18 10:15,1,”父爱如山”
1864,0,393024779,BV1yd4y1V799,970823685,亻尔不女子,王昊轩111,56,8,0,0,http://i0.hdslb.com/bfs/archive/50c1feb3123ea86471fcb01cef58ed24620be5f2.jpg,2023/1/18 10:07,1,亻尔不女子
1865,0,523013103,BV1oM41147SM,970822452,1960年归来的鸡汤来喽绝版录像带,往事己成记忆,41,5,1,1,http://i2.hdslb.com/bfs/archive/82a97507fd4c59f1f12710fbef04cdd09a458eb8.jpg,2023/1/18 10:00,1,1960年归来的鸡汤来喽绝版录像带
1866,0,350480338,BV1eR4y1e73L,970613754,我的世界“烤只因”,海宇深渊,24,3,4,1,http://i2.hdslb.com/bfs/archive/f67e5640adb8ff9c16392afad4119649526322a5.jpg,2023/1/18 10:00,1,我的世界“烤只因”
1867,0,820542688,BV1AG4y1F7zJ,970811147,鬼畜的元首（完整版）,该啥名呢,6,1,0,0,http://i0.hdslb.com/bfs/archive/420f84740aafefc5c6f591fe39bb0fe180f1c45e.jpg,2023/1/18 9:59,1,鬼畜的元首（完整版）
1868,0,693105442,BV1p24y1a7HW,970805406,突发事件！德国撕毁《苏德互不侵犯协定》！,我永远爱rpk-16小姐,69,5,0,1,http://i0.hdslb.com/bfs/archive/094a96e5e684f29037f3d68fbcf436a7cc255fcd.jpg,2023/1/18 9:47,1,突发事件！德国撕毁《苏德互不侵犯协定》！
1869,0,735614131,BV1ND4y1n7id,970791463,mmmmmm,老嘉兴,2,0,0,0,http://i2.hdslb.com/bfs/archive/437281fbc7922a822e675f432e4e2ab62951e062.jpg,2023/1/18 9:32,1,mmmmmm
1870,0,735429111,BV16D4y1H77h,970381956,⚡ Shy  Boy ✨,FA-Z,1322,211,43,76,http://i1.hdslb.com/bfs/archive/35e85bf00af5b14610430c78c7020ffdbaeeaaf4.jpg,2023/1/18 9:30,1,⚡️️ Shy  Boy️ ✨
1871,0,435595714,BV1G3411o7Fe,970782807,会笑的小陈，你们值得拥有,云暮遮漠久,14,1,0,0,http://i1.hdslb.com/bfs/archive/a2f534ed0952699abeefa5fe7aea2c911f87a165.jpg,2023/1/18 9:24,1,会笑的小陈，你们值得拥有
1872,0,735555930,BV1bD4y1p7U3,970772285,新年鲲鲲，本人出场。不要点开，我怕社死！,Good-Eliauk,29,7,6,3,http://i2.hdslb.com/bfs/archive/0eaffca32449bc2ca953745b1d6e71b3b096dbd8.jpg,2023/1/18 9:15,1,新年鲲鲲，本人出场。不要点开，我怕社死！
1873,0,223040320,BV1u8411P7Zo,970772858,披金成王，伴坤远航,n李不白,3,0,0,1,http://i2.hdslb.com/bfs/archive/716c8f654a47f46397a86593dafa4605776d4805.jpg,2023/1/18 9:14,1,披金成王，伴坤远航
1874,0,735600463,BV1SD4y1J7Bg,970763931,审核，这是新手教程,6御魂6,10977,731,10,102,http://i1.hdslb.com/bfs/archive/6323588c6a7e62071a00431c622b40d862d09d13.jpg,2023/1/18 9:10,1,审核，这是新手教程
1875,0,265561723,BV1oY411Q7P1,970767656,新水整活之吴用咳嗽一分钟,太猛的士,240,10,2,4,http://i1.hdslb.com/bfs/archive/e4c58cda0243102b265bc71519895f5acceadb7b.jpg,2023/1/18 9:09,1,新水整活之吴用咳嗽一分钟
1876,0,265381453,BV1aY41197i1,970756157,R星出品，必属精品,爱玩BT的Lemon,265,19,0,2,http://i1.hdslb.com/bfs/archive/d624526f91f4f7f149f7fe2ed381a74da6e4e1f8.jpg,2023/1/18 9:05,1,R星出品，必属精品
1877,0,692892285,BV1424y1h7r5,970758608,1,几几12138,138,3,0,0,http://i0.hdslb.com/bfs/archive/e055561b8232c03d96ba496fac382ce4420644cb.jpg,2023/1/18 9:01,1,1
1878,0,350384660,BV1NR4y1e7tB,970523344,战鹰：衣服包包给你换新的（抽象硬碰硬）,Killerbeee,146,1,0,0,http://i2.hdslb.com/bfs/archive/7ff22351ab6fc859bb39f880ec125bf5ee2ff453.png,2023/1/18 9:00,1,战鹰：衣服包包给你换新的（抽象硬碰硬）
1879,0,522904856,BV1dM411b7t2,970797751,他说他不是小黑子，他爱惨了坤坤,大肠有馅,212,9,0,2,http://i1.hdslb.com/bfs/archive/65edc532c95080148d4a226716e9130e09dea071.jpg,2023/1/18 8:42,1,他说他不是小黑子，他爱惨了坤坤
1880,0,607903905,BV1o84y1h7UZ,970745345,【哲学音乐】《我door泄界》游戏配乐,萝卜爱吃摩托车,268,35,5,9,http://i0.hdslb.com/bfs/archive/cda6b1ea1c13936fe8a19f6a25a3e5f8401c88c5.jpg,2023/1/18 8:36,1,【哲学音乐】《我door泄界》游戏配乐
1881,0,350422872,BV1xR4y1e7RB,970756837,CGC3单品 Idiot Massive New Krew,懒小跃,572,124,34,41,http://i1.hdslb.com/bfs/archive/6a3c44bc8a9c291ee1cfd73720d7dffcaed527df.jpg,2023/1/18 8:29,1,CGC3单品 Idiot Massive New Krew
1882,0,990493175,BV1mx4y1u75S,970530864,大家好啊，我是说的百色,Ganterhundry,8,0,0,0,http://i0.hdslb.com/bfs/archive/9029ca2879fae9db2dbcefc72cfb03e068a3c094.jpg,2023/1/18 8:00,1,大家好啊，我是说的百色
1883,0,607892695,BV1A84y1a7eh,970728095,好吃鲲店里门闹坤了，有谁能帮我修好它吗？,好吃鲲,10,3,0,0,http://i2.hdslb.com/bfs/archive/6b4b3c5d345c818f5312a3725b742938cc40cdcb.jpg,2023/1/18 7:57,1,好吃鲲店里门闹坤了，有谁能帮我修好它吗？
1884,0,522950243,BV1JM411876m,970728875,《长安汽车传奇》,神秘的x_____,55,5,0,0,http://i2.hdslb.com/bfs/archive/ebf93b3cc338ce244db0127dca57bdefd4dcacad.jpg,2023/1/18 7:57,1,《长安汽车传奇》
1885,0,265388735,BV11Y41197P1,970726971,老梗复活,我真的只会阿巴,93,3,0,0,http://i1.hdslb.com/bfs/archive/2015c02378f590355490eaa814aaf3f9a92da044.jpg,2023/1/18 7:52,1,老梗复活
1886,0,522894287,BV1wM41187Hw,970371956,俘获晴雨《How You Get The 雨》（胡艺莲 X Taylor Swift）太阳雨Remix,亚当flop亚当,3600,299,151,79,http://i0.hdslb.com/bfs/archive/63a6e6bf5232d5a2c34ab90cf812feb252108e6d.jpg,2023/1/18 7:30,1,俘获晴雨《How You Get The 雨》（胡艺莲 X Taylor Swift）太阳雨Remix
1887,0,990392664,BV17x4y1u7zy,970710440,抖音上的满级小孩,反营销号集团参谋长,4,0,0,0,http://i0.hdslb.com/bfs/archive/5b0c0c55b955bdb8ee9d5b0ca202a9f6148138ab.jpg,2023/1/18 7:11,1,抖音上的满级小孩
1888,0,522960498,BV1HM411878t,970693407,塞伯坦练习生,大筒木黄桃,253,17,2,0,http://i1.hdslb.com/bfs/archive/edb9b9ec6869eb5c71f5ecffde1d9303bef10f80.jpg,2023/1/18 6:05,1,塞伯坦练习生
1889,0,990398949,BV1Mx4y1u789,970688351,sakana～,b站_星宿,68,13,3,4,http://i2.hdslb.com/bfs/archive/9dea98a1674a3ea925e2a65d0694c3d2f1493950.jpg,2023/1/18 5:44,1,sakana～
1890,0,265440632,BV1UY41197Zo,970664756,下北沢の8484848,吃火锅比吃冰淇淋还热,71,9,4,1,http://i1.hdslb.com/bfs/archive/d7e87dc0f3305d749249c3c734f52e69fa32face.jpg,2023/1/18 4:18,1,下北沢の8484848
1891,0,650381500,BV1FY4y1Z7tk,970648887,银行不妙曲，但是鬼畜,贲永虎美柚星明,2128,148,19,64,http://i1.hdslb.com/bfs/archive/316ea105fbfd376ea57c9126cd7ffba52ad36aac.jpg,2023/1/18 3:31,1,银行不妙曲，但是鬼畜
1892,0,905429037,BV1ZP4y1k7pE,970647158,迷乱♂之村,彝彘瀣,81,11,0,7,http://i0.hdslb.com/bfs/archive/953d097fc691a3b5b1d5ade33dc1f716c5a5adbd.jpg,2023/1/18 3:25,1,迷乱♂之村
1893,0,777974499,BV1x14y1M7gj,970580596,范将军干足协？(假),莱康白King,24,6,0,0,http://i1.hdslb.com/bfs/archive/a41c3e572cfc3a48b5ec66f19d7de8ab3c6571cf.jpg,2023/1/18 3:17,1,范将军干足协？(假)
